series_id,year,period,value,period_name
CES0500000003,2021,M06,30.54,June
CES0500000003,2021,M05,30.39,May
CES0500000003,2021,M04,30.21,April
CES0500000003,2021,M03,30.06,March
CES0500000003,2021,M02,30.06,February
CES0500000003,2021,M01,29.93,January
CES0500000003,2020,M12,29.90,December
CES0500000003,2020,M11,29.63,November
CES0500000003,2020,M10,29.54,October
CES0500000003,2020,M09,29.51,September
CES0500000003,2020,M08,29.48,August
CES0500000003,2020,M07,29.38,July
CES0500000003,2020,M06,29.38,June
CES0500000003,2020,M05,29.72,May
CES0500000003,2020,M04,30.01,April
CES0500000003,2020,M03,28.77,March
CES0500000003,2020,M02,28.55,February
CES0500000003,2020,M01,28.44,January
CES0500000008,2024,M12,30.62,December
CES0500000008,2024,M11,30.56,November
CES0500000008,2024,M10,30.47,October
CES0500000008,2024,M09,30.36,September
CES0500000008,2024,M08,30.26,August
CES0500000008,2024,M07,30.16,July
CES0500000008,2024,M06,30.07,June
CES0500000008,2024,M05,29.95,May
CES0500000008,2024,M04,29.83,April
CES0500000008,2024,M03,29.79,March
CES0500000008,2024,M02,29.70,February
CES0500000008,2024,M01,29.64,January
CES0500000008,2023,M12,29.51,December
CES0500000008,2023,M11,29.42,November
CES0500000008,2023,M10,29.29,October
CES0500000008,2023,M09,29.18,September
CES0500000008,2023,M08,29.09,August
CES0500000008,2023,M07,29.03,July
CES0500000008,2023,M06,28.90,June
CES0500000008,2023,M05,28.79,May
CES0500000008,2023,M04,28.68,April
CES0500000008,2023,M03,28.58,March
CES0500000008,2023,M02,28.42,February
CES0500000008,2023,M01,28.31,January
CES0500000008,2022,M12,28.23,December
CES0500000008,2022,M11,28.13,November
CES0500000008,2022,M10,28.00,October
CES0500000008,2022,M09,27.86,September
CES0500000008,2022,M08,27.75,August
CES0500000008,2022,M07,27.66,July
CES0500000008,2022,M06,27.53,June
CES0500000008,2022,M05,27.39,May
CES0500000008,2022,M04,27.27,April
CES0500000008,2022,M03,27.11,March
CES0500000008,2022,M02,26.97,February
CES0500000008,2022,M01,26.90,January
CES0500000008,2021,M12,26.76,December
CES0500000008,2021,M11,26.57,November
CES0500000008,2021,M10,26.46,October
CES0500000008,2021,M09,26.30,September
CES0500000008,2021,M08,26.12,August
CES0500000008,2021,M07,25.96,July
CES0500000008,2021,M06,25.81,June
CES0500000008,2021,M05,25.68,May
CES0500000008,2021,M04,25.51,April
CES0500000008,2021,M03,25.34,March
CES0500000008,2021,M02,25.25,February
CES0500000008,2021,M01,25.17,January
CES0500000008,2020,M12,25.16,December
CES0500000008,2020,M11,24.93,November
CES0500000008,2020,M10,24.85,October
CES0500000008,2020,M09,24.81,September
CES0500000008,2020,M08,24.82,August
CES0500000008,2020,M07,24.69,July
CES0500000008,2020,M06,24.79,June
CES0500000008,2020,M05,24.99,May
CES0500000008,2020,M04,25.14,April
CES0500000008,2020,M03,24.15,March
CES0500000008,2020,M02,24.01,February
CES0500000008,2020,M01,23.91,January
